'sample interval','ABPmean','ABPsys','ABPdias','C.O.','HR','PAPmean','PAPsys','PAPdias','PULSE','RESP','SpO2','Tblood'
33080,87.000,123.000,72.000,9.490,83.000,22.000,28.000,16.000,82.000,14.000,95.000,35.500
33081,87.000,123.000,72.000,9.490,83.000,22.000,28.000,16.000,82.000,14.000,95.000,35.500
33082,88.000,123.000,72.000,9.490,83.000,22.000,29.000,17.000,82.000,14.000,95.000,35.300
33083,88.000,123.000,72.000,9.490,83.000,22.000,28.000,16.000,82.000,14.000,95.000,35.500
33084,87.000,122.000,72.000,9.490,83.000,22.000,28.000,16.000,82.000,14.000,95.000,35.500
33085,87.000,122.000,71.000,9.490,83.000,22.000,28.000,16.000,83.000,14.000,95.000,35.500
33086,87.000,123.000,72.000,9.490,83.000,23.000,29.000,17.000,83.000,14.000,95.000,35.300
33087,87.000,123.000,72.000,9.490,83.000,23.000,29.000,17.000,83.000,14.000,95.000,35.500
33088,87.000,122.000,71.000,9.490,83.000,22.000,28.000,16.000,83.000,14.000,95.000,35.500
33089,87.000,122.000,71.000,9.490,83.000,22.000,28.000,16.000,83.000,14.000,95.000,35.500
33090,87.000,122.000,71.000,9.490,84.000,23.000,28.000,17.000,83.000,14.000,95.000,35.300
33091,87.000,122.000,71.000,9.490,84.000,23.000,28.000,17.000,83.000,14.000,95.000,35.300
33092,87.000,122.000,71.000,9.490,84.000,22.000,28.000,17.000,83.000,14.000,95.000,35.500
33093,86.000,121.000,71.000,9.490,84.000,22.000,28.000,16.000,83.000,14.000,95.000,35.500
33094,86.000,121.000,70.000,9.490,84.000,22.000,28.000,16.000,83.000,14.000,95.000,35.300
33095,86.000,121.000,70.000,9.490,84.000,23.000,28.000,17.000,84.000,14.000,95.000,35.300
33096,86.000,121.000,70.000,9.490,84.000,22.000,28.000,17.000,84.000,14.000,95.000,35.500
33097,85.000,120.000,70.000,9.490,84.000,22.000,28.000,16.000,83.000,14.000,95.000,35.500
33098,85.000,120.000,70.000,9.490,84.000,22.000,28.000,16.000,83.000,14.000,95.000,35.300
33099,86.000,120.000,70.000,9.490,84.000,23.000,29.000,17.000,83.000,14.000,95.000,35.300
33100,85.000,120.000,69.000,9.490,84.000,23.000,29.000,17.000,83.000,14.000,95.000,35.300
33101,85.000,120.000,69.000,9.490,84.000,23.000,29.000,17.000,83.000,14.000,95.000,35.300
33102,85.000,119.000,69.000,9.490,84.000,23.000,29.000,17.000,83.000,14.000,95.000,35.300
33103,85.000,120.000,69.000,9.490,84.000,24.000,30.000,18.000,83.000,14.000,95.000,35.300
33104,85.000,120.000,69.000,9.490,84.000,24.000,30.000,18.000,83.000,14.000,95.000,35.300
33105,85.000,119.000,69.000,9.490,84.000,23.000,29.000,17.000,83.000,14.000,95.000,35.300
33106,84.000,119.000,69.000,9.490,84.000,23.000,29.000,17.000,83.000,14.000,95.000,35.300
33107,85.000,119.000,69.000,9.490,84.000,25.000,31.000,20.000,83.000,14.000,95.000,35.300
33108,85.000,119.000,69.000,9.490,83.000,25.000,31.000,20.000,83.000,14.000,95.000,35.300
33109,84.000,118.000,69.000,9.490,83.000,23.000,30.000,18.000,82.000,14.000,95.000,35.300
33110,84.000,118.000,68.000,9.490,83.000,23.000,29.000,17.000,82.000,14.000,95.000,35.300
33111,84.000,118.000,68.000,9.490,83.000,24.000,30.000,18.000,82.000,14.000,95.000,35.300
33112,85.000,118.000,69.000,9.490,83.000,24.000,31.000,16.000,82.000,14.000,95.000,35.300
33113,84.000,118.000,69.000,9.490,83.000,24.000,30.000,16.000,82.000,14.000,95.000,35.300
33114,85.000,118.000,69.000,9.490,83.000,23.000,29.000,14.000,83.000,14.000,95.000,35.300
33115,85.000,118.000,69.000,9.490,83.000,23.000,29.000,14.000,83.000,14.000,95.000,35.300
33116,86.000,119.000,70.000,9.490,83.000,25.000,31.000,18.000,84.000,14.000,95.000,35.300
33117,86.000,119.000,70.000,9.490,83.000,24.000,30.000,18.000,84.000,14.000,95.000,35.300
33118,86.000,119.000,70.000,9.490,84.000,23.000,29.000,17.000,84.000,14.000,95.000,35.300
33119,86.000,119.000,70.000,9.490,85.000,23.000,29.000,17.000,85.000,14.000,95.000,35.300
33120,86.000,119.000,70.000,9.490,85.000,23.000,29.000,18.000,85.000,14.000,95.000,35.300
33121,86.000,119.000,70.000,9.490,85.000,22.000,28.000,17.000,85.000,14.000,95.000,35.300
33122,85.000,119.000,70.000,9.490,85.000,22.000,28.000,16.000,85.000,14.000,95.000,35.300
33123,85.000,118.000,69.000,9.490,85.000,22.000,28.000,16.000,84.000,14.000,95.000,35.300
33124,85.000,118.000,69.000,9.490,85.000,22.000,29.000,17.000,84.000,14.000,95.000,35.300
33125,85.000,118.000,69.000,9.490,85.000,21.000,28.000,16.000,84.000,14.000,95.000,35.300
33126,84.000,117.000,69.000,9.490,85.000,21.000,28.000,12.000,83.000,14.000,95.000,35.300
33127,84.000,117.000,68.000,9.490,84.000,21.000,28.000,13.000,83.000,14.000,95.000,35.300
33128,84.000,118.000,68.000,9.490,84.000,21.000,28.000,13.000,83.000,14.000,95.000,35.300
33129,84.000,118.000,68.000,9.490,83.000,21.000,28.000,13.000,83.000,14.000,95.000,35.300
33130,84.000,117.000,68.000,9.490,83.000,21.000,27.000,15.000,83.000,14.000,95.000,35.300
33131,84.000,117.000,68.000,9.490,83.000,21.000,27.000,15.000,83.000,14.000,95.000,35.300
33132,84.000,118.000,68.000,9.490,83.000,23.000,29.000,18.000,83.000,14.000,95.000,35.300
33133,84.000,118.000,68.000,9.490,84.000,23.000,29.000,18.000,84.000,14.000,95.000,35.300
33134,84.000,118.000,68.000,9.490,84.000,22.000,28.000,16.000,84.000,14.000,95.000,35.300
33135,84.000,117.000,67.000,9.490,84.000,22.000,27.000,16.000,84.000,14.000,95.000,35.300
33136,84.000,118.000,67.000,9.490,84.000,22.000,28.000,16.000,84.000,14.000,95.000,35.300
33137,84.000,118.000,68.000,9.490,84.000,23.000,29.000,18.000,84.000,14.000,95.000,35.300
33138,84.000,118.000,68.000,9.490,84.000,23.000,28.000,17.000,84.000,14.000,95.000,35.300
33139,84.000,118.000,68.000,9.490,85.000,22.000,27.000,16.000,84.000,14.000,95.000,35.300
33140,84.000,118.000,68.000,9.490,85.000,22.000,28.000,16.000,84.000,14.000,95.000,35.300
33141,84.000,119.000,68.000,9.490,85.000,23.000,29.000,18.000,84.000,14.000,95.000,35.300
33142,84.000,119.000,68.000,9.490,85.000,23.000,28.000,18.000,84.000,14.000,95.000,35.300
33143,84.000,119.000,68.000,9.490,84.000,22.000,27.000,16.000,83.000,14.000,95.000,35.300
33144,84.000,119.000,68.000,9.490,84.000,22.000,27.000,16.000,83.000,14.000,95.000,35.300
33145,84.000,119.000,68.000,9.490,84.000,23.000,29.000,18.000,83.000,14.000,95.000,35.300
33146,84.000,119.000,68.000,9.490,84.000,22.000,28.000,17.000,83.000,14.000,95.000,35.300
33147,84.000,119.000,68.000,9.490,84.000,22.000,27.000,16.000,83.000,14.000,95.000,35.300
33148,84.000,119.000,68.000,9.490,84.000,22.000,27.000,16.000,83.000,14.000,95.000,35.300
33149,84.000,120.000,68.000,9.490,84.000,22.000,28.000,17.000,83.000,14.000,95.000,35.300
33150,84.000,120.000,68.000,9.490,84.000,22.000,28.000,17.000,83.000,14.000,95.000,35.300
33151,84.000,120.000,68.000,9.490,84.000,21.000,27.000,15.000,83.000,14.000,95.000,35.300
33152,84.000,120.000,68.000,9.490,84.000,21.000,27.000,15.000,82.000,14.000,95.000,35.300
33153,84.000,120.000,68.000,9.490,83.000,22.000,28.000,16.000,82.000,14.000,95.000,35.300
33154,84.000,120.000,68.000,9.490,83.000,22.000,28.000,16.000,82.000,14.000,95.000,35.300
33155,83.000,120.000,68.000,9.490,83.000,21.000,27.000,15.000,82.000,14.000,95.000,35.300
33156,83.000,119.000,67.000,9.490,83.000,21.000,27.000,15.000,82.000,14.000,95.000,35.300
33157,83.000,119.000,67.000,9.490,83.000,21.000,27.000,15.000,82.000,14.000,95.000,35.300
33158,83.000,120.000,67.000,9.490,83.000,21.000,27.000,16.000,82.000,14.000,95.000,35.300
33159,83.000,119.000,67.000,9.490,82.000,21.000,27.000,15.000,82.000,14.000,95.000,35.300
33160,83.000,119.000,67.000,9.490,82.000,21.000,27.000,15.000,82.000,14.000,95.000,35.300
33161,83.000,119.000,67.000,9.490,82.000,22.000,28.000,15.000,82.000,14.000,95.000,35.300
33162,83.000,120.000,68.000,9.490,82.000,22.000,28.000,16.000,82.000,14.000,95.000,35.300
33163,84.000,120.000,68.000,9.490,82.000,21.000,28.000,12.000,82.000,14.000,95.000,35.200
33164,84.000,120.000,68.000,9.490,82.000,21.000,28.000,13.000,82.000,14.000,95.000,35.200
33165,84.000,120.000,68.000,9.490,82.000,22.000,28.000,14.000,82.000,14.000,95.000,35.200
33166,85.000,121.000,69.000,9.490,82.000,22.000,29.000,15.000,82.000,14.000,95.000,35.200
33167,85.000,121.000,69.000,9.490,82.000,22.000,28.000,15.000,82.000,14.000,95.000,35.200
33168,85.000,121.000,69.000,9.490,83.000,22.000,28.000,15.000,83.000,14.000,95.000,35.200
33169,85.000,121.000,69.000,9.490,83.000,22.000,28.000,15.000,83.000,14.000,95.000,35.200
33170,86.000,121.000,69.000,9.490,83.000,23.000,29.000,16.000,82.000,14.000,95.000,35.200
33171,85.000,121.000,69.000,9.490,83.000,22.000,29.000,16.000,82.000,14.000,95.000,35.300
33172,85.000,121.000,69.000,9.490,83.000,22.000,28.000,16.000,82.000,14.000,95.000,35.300
33173,85.000,121.000,69.000,9.490,83.000,22.000,28.000,16.000,81.000,14.000,95.000,35.300
33174,85.000,121.000,69.000,9.490,82.000,23.000,29.000,17.000,81.000,14.000,95.000,35.300
33175,85.000,121.000,69.000,9.490,82.000,22.000,28.000,17.000,81.000,14.000,95.000,35.300
33176,85.000,121.000,69.000,9.490,82.000,22.000,28.000,16.000,81.000,14.000,95.000,35.300
33177,85.000,121.000,69.000,9.490,82.000,22.000,28.000,16.000,81.000,14.000,95.000,35.300
33178,86.000,122.000,69.000,9.490,82.000,23.000,29.000,18.000,82.000,14.000,95.000,35.300
33179,86.000,122.000,69.000,9.490,82.000,23.000,29.000,18.000,82.000,14.000,95.000,35.300
33180,86.000,122.000,69.000,9.490,82.000,22.000,28.000,16.000,83.000,14.000,95.000,35.300
33181,86.000,122.000,69.000,9.490,82.000,22.000,27.000,16.000,83.000,14.000,95.000,35.300
33182,86.000,122.000,70.000,9.490,83.000,23.000,29.000,18.000,83.000,14.000,95.000,35.300
33183,86.000,122.000,70.000,9.490,83.000,23.000,29.000,18.000,83.000,14.000,95.000,35.300
33184,86.000,122.000,70.000,9.490,83.000,22.000,28.000,17.000,83.000,14.000,95.000,35.300
33185,85.000,122.000,69.000,9.490,83.000,22.000,27.000,15.000,83.000,14.000,95.000,35.300
33186,85.000,122.000,69.000,9.490,84.000,22.000,27.000,16.000,83.000,14.000,95.000,35.300
33187,85.000,122.000,69.000,9.490,84.000,23.000,29.000,18.000,83.000,14.000,95.000,35.300
33188,85.000,121.000,69.000,9.490,84.000,22.000,28.000,17.000,83.000,14.000,95.000,35.300
33189,84.000,121.000,69.000,9.490,84.000,21.000,27.000,15.000,83.000,14.000,96.000,35.300
33190,84.000,120.000,68.000,9.490,83.000,21.000,27.000,15.000,82.000,14.000,95.000,35.300
33191,84.000,121.000,68.000,9.490,83.000,22.000,28.000,16.000,81.000,14.000,95.000,35.300
33192,83.000,120.000,68.000,9.490,83.000,22.000,28.000,16.000,81.000,14.000,95.000,35.300
33193,83.000,119.000,67.000,9.490,83.000,21.000,27.000,15.000,81.000,14.000,95.000,35.300
33194,83.000,119.000,67.000,9.490,82.000,21.000,27.000,15.000,81.000,14.000,95.000,35.300
33195,83.000,120.000,67.000,9.490,82.000,21.000,27.000,16.000,81.000,14.000,95.000,35.300
33196,83.000,119.000,67.000,9.490,81.000,21.000,27.000,16.000,81.000,14.000,95.000,35.300
33197,82.000,119.000,67.000,9.490,81.000,21.000,27.000,15.000,81.000,14.000,95.000,35.300
33198,82.000,119.000,66.000,9.490,81.000,21.000,27.000,14.000,81.000,14.000,95.000,35.300
33199,82.000,119.000,66.000,9.490,81.000,21.000,27.000,15.000,81.000,14.000,95.000,35.300
33200,82.000,119.000,66.000,9.490,82.000,21.000,27.000,15.000,81.000,14.000,95.000,35.300
33201,82.000,118.000,66.000,9.490,82.000,21.000,26.000,15.000,81.000,14.000,95.000,35.300
33202,81.000,118.000,66.000,9.490,82.000,20.000,26.000,14.000,81.000,14.000,95.000,35.300
33203,81.000,118.000,66.000,9.490,82.000,21.000,27.000,16.000,81.000,14.000,95.000,35.300
33204,81.000,118.000,66.000,9.490,82.000,21.000,27.000,16.000,81.000,14.000,95.000,35.300
33205,81.000,118.000,65.000,9.490,82.000,20.000,26.000,15.000,81.000,14.000,95.000,35.300
33206,81.000,117.000,65.000,9.490,82.000,21.000,26.000,14.000,81.000,14.000,95.000,35.300
33207,81.000,117.000,65.000,9.490,81.000,21.000,26.000,15.000,81.000,14.000,95.000,35.300
33208,81.000,118.000,65.000,9.490,81.000,22.000,28.000,17.000,80.000,14.000,95.000,35.300
33209,81.000,118.000,65.000,9.490,81.000,21.000,27.000,16.000,80.000,14.000,95.000,35.300
33210,81.000,118.000,65.000,9.490,81.000,21.000,26.000,15.000,80.000,14.000,95.000,35.300
33211,81.000,118.000,65.000,9.490,81.000,21.000,26.000,15.000,80.000,14.000,95.000,35.300
33212,82.000,119.000,65.000,9.490,81.000,22.000,27.000,17.000,81.000,14.000,95.000,35.300
33213,82.000,119.000,66.000,9.490,81.000,21.000,26.000,15.000,82.000,14.000,95.000,35.300
33214,82.000,119.000,66.000,9.490,81.000,20.000,26.000,15.000,82.000,14.000,95.000,35.300
33215,82.000,119.000,66.000,9.490,82.000,21.000,26.000,15.000,82.000,14.000,95.000,35.300
33216,83.000,120.000,67.000,9.490,82.000,21.000,27.000,16.000,82.000,14.000,95.000,35.300
33217,83.000,120.000,67.000,9.490,82.000,21.000,27.000,15.000,82.000,14.000,95.000,35.300
33218,82.000,120.000,67.000,9.490,82.000,21.000,26.000,15.000,82.000,14.000,95.000,35.300
33219,82.000,120.000,67.000,9.490,82.000,21.000,27.000,15.000,82.000,14.000,95.000,35.300
33220,82.000,120.000,67.000,9.490,82.000,21.000,27.000,15.000,81.000,14.000,95.000,35.300
33221,82.000,120.000,67.000,9.490,82.000,21.000,27.000,15.000,81.000,14.000,95.000,35.300
33222,82.000,120.000,67.000,9.490,82.000,21.000,27.000,15.000,81.000,14.000,95.000,35.300
33223,82.000,120.000,66.000,9.490,82.000,22.000,28.000,15.000,80.000,14.000,95.000,35.200
33224,82.000,120.000,67.000,9.490,82.000,23.000,29.000,17.000,80.000,14.000,96.000,35.200
33225,82.000,120.000,67.000,9.490,81.000,23.000,29.000,17.000,80.000,14.000,96.000,35.200
33226,82.000,120.000,67.000,9.490,81.000,22.000,28.000,16.000,80.000,14.000,96.000,35.200
33227,82.000,120.000,66.000,9.490,81.000,22.000,28.000,16.000,80.000,14.000,96.000,35.200
33228,82.000,120.000,67.000,9.490,81.000,22.000,28.000,16.000,80.000,14.000,96.000,35.200
33229,82.000,120.000,67.000,9.490,80.000,23.000,29.000,18.000,80.000,14.000,96.000,35.300
33230,82.000,120.000,67.000,9.490,80.000,22.000,28.000,17.000,81.000,14.000,96.000,35.300
33231,82.000,120.000,66.000,9.490,81.000,22.000,28.000,16.000,81.000,14.000,96.000,35.300
33232,83.000,120.000,66.000,9.490,81.000,22.000,28.000,16.000,81.000,14.000,96.000,35.300
33233,83.000,121.000,67.000,9.490,81.000,23.000,29.000,17.000,81.000,14.000,96.000,35.300
33234,83.000,121.000,67.000,9.490,81.000,22.000,28.000,13.000,82.000,14.000,96.000,35.300
33235,83.000,121.000,67.000,9.490,82.000,21.000,27.000,14.000,82.000,14.000,96.000,35.300
33236,83.000,121.000,67.000,9.490,82.000,22.000,28.000,14.000,82.000,14.000,96.000,35.300
33237,83.000,121.000,67.000,9.490,82.000,22.000,28.000,15.000,82.000,14.000,95.000,35.300
33238,83.000,121.000,67.000,9.490,82.000,21.000,27.000,15.000,82.000,14.000,95.000,35.300
33239,83.000,121.000,67.000,9.490,82.000,21.000,27.000,15.000,82.000,14.000,96.000,35.300
33240,83.000,121.000,67.000,9.490,82.000,21.000,27.000,15.000,81.000,14.000,95.000,35.300
33241,83.000,121.000,67.000,9.490,82.000,22.000,28.000,16.000,81.000,14.000,95.000,35.300
33242,83.000,121.000,67.000,9.490,82.000,21.000,27.000,16.000,81.000,14.000,95.000,35.300
33243,83.000,121.000,67.000,9.490,82.000,21.000,27.000,15.000,81.000,14.000,95.000,35.300
33244,83.000,120.000,67.000,9.490,82.000,21.000,27.000,15.000,81.000,14.000,95.000,35.300
33245,83.000,121.000,67.000,9.490,82.000,22.000,28.000,16.000,81.000,14.000,95.000,35.300
33246,83.000,121.000,67.000,9.490,81.000,22.000,27.000,16.000,81.000,14.000,95.000,35.300
33247,82.000,120.000,67.000,9.490,81.000,21.000,27.000,15.000,81.000,14.000,95.000,35.300
33248,82.000,120.000,66.000,9.490,81.000,21.000,27.000,15.000,81.000,14.000,95.000,35.300
33249,83.000,120.000,67.000,9.490,81.000,23.000,28.000,17.000,81.000,14.000,95.000,35.300
33250,82.000,120.000,67.000,9.490,81.000,23.000,28.000,17.000,81.000,14.000,96.000,35.300
33251,82.000,120.000,66.000,9.490,81.000,21.000,27.000,16.000,81.000,14.000,96.000,35.300
33252,82.000,119.000,66.000,9.490,81.000,21.000,27.000,15.000,81.000,14.000,96.000,35.300
33253,82.000,119.000,66.000,9.490,81.000,21.000,27.000,15.000,81.000,14.000,96.000,35.300
33254,82.000,119.000,66.000,9.490,81.000,22.000,27.000,16.000,81.000,14.000,96.000,35.300
33255,81.000,119.000,66.000,9.490,81.000,21.000,27.000,15.000,81.000,14.000,96.000,35.300
33256,81.000,119.000,66.000,9.490,81.000,20.000,26.000,14.000,81.000,14.000,96.000,35.300
33257,81.000,119.000,65.000,9.490,81.000,21.000,27.000,15.000,80.000,14.000,96.000,35.300
33258,81.000,119.000,65.000,9.490,81.000,21.000,27.000,15.000,80.000,14.000,96.000,35.300
33259,81.000,119.000,65.000,9.490,81.000,21.000,27.000,15.000,80.000,14.000,96.000,35.300
33260,81.000,118.000,65.000,9.490,80.000,21.000,26.000,14.000,79.000,14.000,95.000,35.300
33261,81.000,118.000,65.000,9.490,80.000,21.000,26.000,15.000,79.000,14.000,95.000,35.300
33262,81.000,119.000,65.000,9.490,80.000,21.000,27.000,16.000,79.000,14.000,95.000,35.300
33263,81.000,119.000,65.000,9.490,80.000,21.000,27.000,16.000,80.000,14.000,95.000,35.300
33264,81.000,118.000,65.000,9.490,80.000,21.000,26.000,15.000,80.000,14.000,95.000,35.300
33265,81.000,119.000,65.000,9.490,80.000,21.000,27.000,15.000,80.000,14.000,95.000,35.300
33266,81.000,119.000,65.000,9.490,80.000,23.000,28.000,18.000,80.000,14.000,95.000,35.300
33267,81.000,119.000,65.000,9.490,80.000,22.000,28.000,17.000,81.000,14.000,95.000,35.300
33268,81.000,119.000,65.000,9.490,81.000,21.000,27.000,16.000,81.000,14.000,95.000,35.300
33269,81.000,119.000,65.000,9.490,81.000,21.000,27.000,16.000,81.000,14.000,95.000,35.300
33270,81.000,119.000,65.000,9.490,81.000,23.000,29.000,18.000,81.000,14.000,95.000,35.300
33271,81.000,119.000,65.000,9.490,81.000,23.000,28.000,18.000,81.000,14.000,95.000,35.300
33272,81.000,119.000,65.000,9.490,81.000,21.000,27.000,17.000,81.000,14.000,95.000,35.300
33273,81.000,119.000,65.000,9.490,81.000,21.000,27.000,15.000,81.000,14.000,95.000,35.300
33274,81.000,119.000,65.000,9.490,81.000,22.000,27.000,16.000,81.000,14.000,95.000,35.300
33275,81.000,119.000,65.000,9.490,81.000,22.000,28.000,18.000,81.000,14.000,95.000,35.300
33276,80.000,118.000,64.000,9.490,81.000,21.000,27.000,16.000,80.000,14.000,95.000,35.300
33277,80.000,118.000,64.000,9.490,81.000,21.000,27.000,15.000,80.000,14.000,95.000,35.300
33278,80.000,118.000,64.000,9.490,81.000,22.000,27.000,16.000,80.000,14.000,95.000,35.300
33279,80.000,118.000,64.000,9.490,81.000,22.000,28.000,16.000,80.000,14.000,95.000,35.300
33280,80.000,118.000,64.000,9.490,81.000,22.000,28.000,16.000,80.000,14.000,95.000,35.300
33281,80.000,118.000,64.000,9.490,81.000,22.000,28.000,16.000,80.000,14.000,95.000,35.300
33282,80.000,118.000,64.000,9.490,81.000,22.000,28.000,16.000,80.000,14.000,95.000,35.300
33283,81.000,118.000,65.000,9.490,81.000,23.000,29.000,18.000,81.000,14.000,95.000,35.200
33284,81.000,118.000,65.000,9.490,81.000,23.000,29.000,17.000,81.000,14.000,95.000,35.200
33285,81.000,118.000,65.000,9.490,81.000,23.000,28.000,17.000,81.000,14.000,95.000,35.200
33286,82.000,118.000,65.000,9.490,81.000,23.000,28.000,17.000,81.000,14.000,95.000,35.200
33287,82.000,119.000,66.000,9.490,81.000,23.000,29.000,18.000,81.000,14.000,95.000,35.200
33288,82.000,119.000,66.000,9.490,81.000,23.000,28.000,18.000,82.000,14.000,95.000,35.300
33289,82.000,119.000,66.000,9.490,82.000,22.000,28.000,17.000,82.000,14.000,95.000,35.300
33290,83.000,119.000,67.000,9.490,82.000,23.000,28.000,17.000,83.000,14.000,95.000,35.300
33291,83.000,119.000,67.000,9.490,83.000,24.000,29.000,18.000,83.000,14.000,95.000,35.300
33292,83.000,119.000,67.000,9.490,83.000,23.000,29.000,18.000,83.000,14.000,95.000,35.300
33293,83.000,119.000,67.000,9.490,83.000,22.000,28.000,17.000,84.000,14.000,95.000,35.300
33294,83.000,119.000,67.000,9.490,83.000,22.000,28.000,17.000,84.000,14.000,95.000,35.300
33295,83.000,119.000,67.000,9.490,84.000,24.000,30.000,19.000,84.000,14.000,95.000,35.300
33296,83.000,119.000,67.000,9.490,84.000,24.000,29.000,19.000,84.000,14.000,95.000,35.300
33297,83.000,118.000,67.000,9.490,84.000,22.000,28.000,17.000,83.000,14.000,95.000,35.300
33298,82.000,117.000,66.000,9.490,84.000,22.000,28.000,16.000,82.000,14.000,95.000,35.300
33299,82.000,117.000,66.000,9.490,84.000,22.000,28.000,17.000,82.000,14.000,95.000,35.300
33300,82.000,117.000,66.000,9.490,83.000,23.000,29.000,18.000,82.000,14.000,95.000,35.300
33301,81.000,116.000,66.000,9.490,83.000,22.000,28.000,17.000,81.000,14.000,95.000,35.300
33302,81.000,116.000,65.000,9.490,83.000,21.000,27.000,16.000,80.000,14.000,95.000,35.300
33303,81.000,116.000,65.000,9.490,82.000,22.000,28.000,16.000,80.000,14.000,95.000,35.300
33304,81.000,116.000,65.000,9.490,82.000,22.000,28.000,17.000,80.000,14.000,95.000,35.300
33305,80.000,115.000,65.000,9.490,81.000,21.000,27.000,16.000,80.000,14.000,95.000,35.300
33306,80.000,115.000,64.000,9.490,81.000,21.000,27.000,15.000,80.000,14.000,95.000,35.300
33307,80.000,115.000,64.000,9.490,81.000,21.000,27.000,15.000,80.000,14.000,95.000,35.300
33308,80.000,115.000,64.000,9.490,81.000,22.000,27.000,16.000,81.000,14.000,95.000,35.300
33309,80.000,115.000,64.000,9.490,81.000,22.000,27.000,16.000,81.000,14.000,95.000,35.300
33310,79.000,114.000,64.000,9.490,81.000,21.000,27.000,12.000,81.000,14.000,95.000,35.300
33311,79.000,114.000,63.000,9.490,81.000,21.000,27.000,13.000,81.000,14.000,95.000,35.300
33312,79.000,114.000,64.000,9.490,81.000,22.000,28.000,15.000,81.000,14.000,95.000,35.300
33313,79.000,114.000,63.000,9.490,81.000,22.000,27.000,15.000,81.000,14.000,95.000,35.300
33314,79.000,114.000,63.000,9.490,81.000,21.000,27.000,15.000,81.000,14.000,95.000,35.300
33315,79.000,113.000,63.000,9.490,82.000,21.000,27.000,15.000,81.000,14.000,95.000,35.300
33316,79.000,114.000,63.000,9.490,82.000,23.000,28.000,17.000,81.000,14.000,95.000,35.300
33317,79.000,114.000,63.000,9.490,82.000,23.000,28.000,17.000,81.000,14.000,95.000,35.300
33318,79.000,113.000,63.000,9.490,82.000,21.000,26.000,16.000,81.000,14.000,95.000,35.300
33319,79.000,113.000,63.000,9.490,82.000,21.000,26.000,15.000,81.000,14.000,95.000,35.300
33320,79.000,113.000,63.000,9.490,82.000,21.000,26.000,15.000,81.000,14.000,95.000,35.300
33321,79.000,114.000,63.000,9.490,82.000,22.000,27.000,17.000,82.000,14.000,95.000,35.300
33322,79.000,114.000,63.000,9.490,82.000,21.000,26.000,16.000,82.000,14.000,95.000,35.300
33323,79.000,114.000,63.000,9.490,82.000,21.000,26.000,15.000,82.000,14.000,95.000,35.300
33324,80.000,114.000,64.000,9.490,82.000,21.000,26.000,15.000,82.000,14.000,95.000,35.300
33325,80.000,114.000,64.000,9.490,82.000,21.000,27.000,17.000,82.000,14.000,95.000,35.300
33326,80.000,114.000,64.000,9.490,82.000,21.000,26.000,15.000,82.000,14.000,95.000,35.300
33327,80.000,114.000,64.000,9.490,82.000,20.000,25.000,15.000,82.000,14.000,95.000,35.300
33328,80.000,115.000,64.000,9.490,82.000,21.000,26.000,15.000,82.000,14.000,95.000,35.300
33329,80.000,115.000,64.000,9.490,82.000,21.000,27.000,18.000,82.000,14.000,95.000,35.300
33330,80.000,115.000,64.000,9.490,83.000,20.000,26.000,16.000,82.000,14.000,95.000,35.300
33331,80.000,115.000,64.000,9.490,83.000,20.000,25.000,15.000,82.000,14.000,95.000,35.300
33332,80.000,115.000,64.000,9.490,83.000,20.000,26.000,15.000,82.000,14.000,95.000,35.300
33333,81.000,116.000,65.000,9.490,83.000,21.000,26.000,16.000,82.000,14.000,95.000,35.300
33334,80.000,115.000,65.000,9.490,82.000,20.000,26.000,16.000,82.000,14.000,95.000,35.300
33335,80.000,115.000,65.000,9.490,82.000,20.000,25.000,14.000,81.000,14.000,95.000,35.300
33336,80.000,115.000,65.000,9.490,82.000,20.000,25.000,14.000,81.000,14.000,95.000,35.300
33337,80.000,115.000,65.000,9.490,82.000,21.000,26.000,15.000,80.000,14.000,95.000,35.300
33338,80.000,115.000,65.000,9.490,81.000,20.000,26.000,15.000,80.000,14.000,95.000,35.300
33339,80.000,115.000,65.000,9.490,81.000,20.000,26.000,14.000,80.000,14.000,95.000,35.300
33340,80.000,115.000,65.000,9.490,81.000,20.000,26.000,14.000,80.000,14.000,95.000,35.200
33341,81.000,116.000,65.000,9.490,81.000,21.000,27.000,16.000,79.000,14.000,95.000,35.200
33342,81.000,116.000,66.000,9.490,80.000,21.000,27.000,16.000,79.000,14.000,95.000,35.200
33343,81.000,116.000,66.000,9.490,80.000,20.000,26.000,15.000,79.000,14.000,95.000,35.200
33344,81.000,116.000,66.000,9.490,80.000,20.000,26.000,14.000,79.000,14.000,95.000,35.200
33345,81.000,117.000,66.000,9.490,80.000,21.000,27.000,15.000,79.000,14.000,95.000,35.200
33346,82.000,117.000,66.000,9.490,79.000,21.000,27.000,15.000,79.000,14.000,95.000,35.200
33347,82.000,117.000,66.000,9.490,79.000,20.000,26.000,14.000,79.000,14.000,95.000,35.200
33348,82.000,117.000,66.000,9.490,79.000,20.000,26.000,14.000,78.000,14.000,95.000,35.200
33349,82.000,117.000,67.000,9.490,79.000,20.000,26.000,14.000,78.000,14.000,95.000,35.200
33350,82.000,118.000,67.000,9.490,79.000,22.000,27.000,16.000,78.000,14.000,95.000,35.200
33351,82.000,118.000,67.000,9.490,79.000,20.000,26.000,12.000,78.000,14.000,95.000,35.200
33352,82.000,118.000,67.000,9.490,79.000,20.000,26.000,12.000,78.000,14.000,95.000,35.300
