'sample interval','ABPmean','ABPsys','ABPdias','CVP','HR','NBPmean','NBPsys','NBPdias','PULSE','RESP','SpO2'
27238,97.000,132.000,74.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,95.000
27239,97.000,132.000,74.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,95.000
27240,97.000,131.000,74.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,95.000
27241,97.000,131.000,74.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,95.000
27242,97.000,131.000,74.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,94.000
27243,96.000,131.000,74.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,94.000
27244,96.000,131.000,74.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,94.000
27245,96.000,131.000,74.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,94.000
27246,97.000,131.000,74.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,94.000
27247,97.000,132.000,74.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,94.000
27248,98.000,133.000,75.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,94.000
27249,98.000,133.000,75.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,94.000
27250,98.000,133.000,76.000,10.000,93.000,0.000,0.000,0.000,93.000,13.000,94.000
27251,99.000,134.000,76.000,10.000,93.000,0.000,0.000,0.000,93.000,13.000,94.000
27252,99.000,134.000,76.000,10.000,93.000,0.000,0.000,0.000,93.000,13.000,95.000
27253,99.000,134.000,76.000,10.000,93.000,0.000,0.000,0.000,93.000,13.000,95.000
27254,99.000,135.000,76.000,10.000,93.000,0.000,0.000,0.000,93.000,13.000,95.000
27255,99.000,134.000,76.000,10.000,93.000,0.000,0.000,0.000,93.000,13.000,94.000
27256,99.000,134.000,76.000,10.000,93.000,0.000,0.000,0.000,93.000,13.000,94.000
27257,99.000,134.000,76.000,10.000,93.000,0.000,0.000,0.000,92.000,13.000,94.000
27258,98.000,134.000,76.000,10.000,93.000,0.000,0.000,0.000,92.000,13.000,94.000
27259,98.000,134.000,76.000,10.000,93.000,0.000,0.000,0.000,92.000,13.000,94.000
27260,98.000,133.000,76.000,10.000,93.000,0.000,0.000,0.000,92.000,14.000,94.000
27261,98.000,133.000,75.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,94.000
27262,98.000,133.000,75.000,11.000,92.000,0.000,0.000,0.000,92.000,16.000,94.000
27263,98.000,133.000,75.000,10.000,92.000,0.000,0.000,0.000,92.000,16.000,94.000
27264,98.000,133.000,75.000,10.000,92.000,0.000,0.000,0.000,91.000,16.000,94.000
27265,98.000,133.000,75.000,10.000,92.000,0.000,0.000,0.000,91.000,16.000,94.000
27266,98.000,133.000,75.000,10.000,92.000,0.000,0.000,0.000,91.000,15.000,94.000
27267,98.000,133.000,75.000,10.000,92.000,0.000,0.000,0.000,91.000,14.000,94.000
27268,98.000,133.000,75.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,94.000
27269,98.000,133.000,75.000,10.000,92.000,0.000,0.000,0.000,92.000,12.000,94.000
27270,98.000,132.000,75.000,10.000,92.000,0.000,0.000,0.000,92.000,16.000,94.000
27271,97.000,132.000,75.000,10.000,92.000,0.000,0.000,0.000,93.000,15.000,94.000
27272,96.000,131.000,74.000,10.000,92.000,0.000,0.000,0.000,93.000,15.000,94.000
27273,96.000,130.000,74.000,10.000,93.000,0.000,0.000,0.000,93.000,15.000,94.000
27274,95.000,129.000,73.000,10.000,93.000,0.000,0.000,0.000,93.000,15.000,95.000
27275,95.000,129.000,72.000,10.000,93.000,0.000,0.000,0.000,93.000,15.000,95.000
27276,95.000,129.000,73.000,10.000,93.000,0.000,0.000,0.000,92.000,14.000,95.000
27277,94.000,128.000,72.000,10.000,93.000,0.000,0.000,0.000,92.000,14.000,95.000
27278,94.000,128.000,72.000,10.000,93.000,0.000,0.000,0.000,92.000,14.000,95.000
27279,94.000,127.000,72.000,10.000,93.000,0.000,0.000,0.000,92.000,14.000,95.000
27280,94.000,128.000,72.000,10.000,93.000,0.000,0.000,0.000,92.000,14.000,95.000
27281,94.000,128.000,72.000,10.000,93.000,0.000,0.000,0.000,92.000,14.000,95.000
27282,94.000,128.000,72.000,10.000,93.000,0.000,0.000,0.000,92.000,14.000,95.000
27283,94.000,128.000,72.000,10.000,93.000,0.000,0.000,0.000,92.000,15.000,95.000
27284,95.000,128.000,73.000,10.000,93.000,0.000,0.000,0.000,92.000,15.000,95.000
27285,95.000,129.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,15.000,94.000
27286,96.000,130.000,73.000,10.000,92.000,0.000,0.000,0.000,91.000,15.000,94.000
27287,96.000,130.000,73.000,10.000,92.000,0.000,0.000,0.000,91.000,15.000,94.000
27288,96.000,130.000,74.000,10.000,92.000,0.000,0.000,0.000,91.000,15.000,94.000
27289,97.000,131.000,74.000,10.000,92.000,0.000,0.000,0.000,91.000,15.000,94.000
27290,97.000,132.000,75.000,10.000,92.000,0.000,0.000,0.000,91.000,14.000,94.000
27291,98.000,133.000,75.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,94.000
27292,98.000,133.000,76.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,94.000
27293,98.000,133.000,75.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,94.000
27294,98.000,133.000,75.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,94.000
27295,98.000,133.000,75.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,94.000
27296,98.000,132.000,75.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,94.000
27297,98.000,132.000,75.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,94.000
27298,97.000,132.000,74.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,94.000
27299,97.000,131.000,74.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,94.000
27300,96.000,130.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,94.000
27301,96.000,130.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,94.000
27302,95.000,129.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,94.000
27303,95.000,129.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,94.000
27304,95.000,129.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27305,94.000,128.000,72.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27306,94.000,128.000,72.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27307,93.000,127.000,72.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27308,93.000,127.000,71.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27309,93.000,126.000,71.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27310,93.000,126.000,71.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27311,93.000,126.000,71.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27312,93.000,126.000,71.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27313,93.000,126.000,71.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27314,93.000,126.000,71.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27315,93.000,126.000,72.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27316,94.000,127.000,72.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27317,95.000,128.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27318,95.000,129.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,95.000
27319,95.000,129.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,95.000
27320,96.000,129.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27321,95.000,129.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27322,95.000,129.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27323,96.000,130.000,74.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,94.000
27324,96.000,129.000,74.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,94.000
27325,96.000,129.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,94.000
27326,95.000,129.000,74.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,94.000
27327,95.000,129.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,94.000
27328,95.000,128.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,94.000
27329,95.000,128.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27330,95.000,128.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27331,95.000,129.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27332,95.000,128.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27333,94.000,128.000,72.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27334,94.000,128.000,72.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27335,94.000,128.000,72.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27336,94.000,128.000,72.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27337,94.000,127.000,72.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27338,94.000,127.000,72.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27339,94.000,127.000,72.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,95.000
27340,93.000,127.000,71.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,95.000
27341,93.000,126.000,71.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,95.000
27342,93.000,126.000,71.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,95.000
27343,93.000,126.000,71.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27344,93.000,126.000,71.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27345,93.000,126.000,71.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27346,93.000,126.000,71.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27347,93.000,126.000,71.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27348,93.000,126.000,71.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27349,93.000,127.000,71.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27350,94.000,127.000,72.000,10.000,92.000,0.000,0.000,0.000,91.000,14.000,95.000
27351,94.000,128.000,72.000,10.000,92.000,0.000,0.000,0.000,91.000,14.000,94.000
27352,94.000,128.000,72.000,10.000,92.000,0.000,0.000,0.000,91.000,14.000,94.000
27353,94.000,128.000,72.000,10.000,92.000,0.000,0.000,0.000,91.000,14.000,94.000
27354,95.000,129.000,73.000,10.000,92.000,0.000,0.000,0.000,91.000,14.000,94.000
27355,95.000,129.000,73.000,10.000,92.000,0.000,0.000,0.000,91.000,14.000,94.000
27356,95.000,129.000,73.000,10.000,92.000,0.000,0.000,0.000,91.000,14.000,94.000
27357,95.000,129.000,73.000,10.000,91.000,0.000,0.000,0.000,91.000,14.000,94.000
27358,96.000,130.000,73.000,10.000,91.000,0.000,0.000,0.000,91.000,13.000,94.000
27359,96.000,130.000,73.000,10.000,91.000,0.000,0.000,0.000,91.000,13.000,94.000
27360,96.000,130.000,73.000,10.000,92.000,0.000,0.000,0.000,91.000,13.000,94.000
27361,96.000,130.000,73.000,10.000,92.000,0.000,0.000,0.000,91.000,13.000,94.000
27362,96.000,130.000,73.000,10.000,92.000,0.000,0.000,0.000,91.000,13.000,94.000
27363,95.000,130.000,73.000,10.000,92.000,0.000,0.000,0.000,91.000,13.000,94.000
27364,95.000,129.000,73.000,10.000,92.000,0.000,0.000,0.000,91.000,13.000,94.000
27365,95.000,128.000,73.000,10.000,92.000,0.000,0.000,0.000,91.000,13.000,94.000
27366,94.000,128.000,72.000,10.000,92.000,0.000,0.000,0.000,91.000,13.000,94.000
27367,94.000,128.000,72.000,10.000,92.000,0.000,0.000,0.000,91.000,13.000,94.000
27368,94.000,128.000,72.000,10.000,92.000,0.000,0.000,0.000,91.000,13.000,94.000
27369,94.000,128.000,72.000,10.000,92.000,0.000,0.000,0.000,91.000,13.000,94.000
27370,94.000,128.000,72.000,10.000,92.000,0.000,0.000,0.000,91.000,13.000,94.000
27371,94.000,128.000,72.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,94.000
27372,94.000,128.000,72.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,94.000
27373,94.000,128.000,72.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,94.000
27374,94.000,128.000,72.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,94.000
27375,94.000,127.000,72.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27376,94.000,127.000,72.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27377,94.000,128.000,72.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27378,94.000,127.000,72.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27379,93.000,127.000,72.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27380,93.000,127.000,72.000,10.000,92.000,0.000,0.000,0.000,91.000,14.000,95.000
27381,94.000,127.000,72.000,10.000,92.000,0.000,0.000,0.000,91.000,14.000,95.000
27382,94.000,128.000,72.000,10.000,92.000,0.000,0.000,0.000,91.000,13.000,95.000
27383,94.000,128.000,72.000,10.000,92.000,0.000,0.000,0.000,91.000,13.000,95.000
27384,94.000,128.000,72.000,10.000,92.000,0.000,0.000,0.000,91.000,13.000,94.000
27385,94.000,128.000,72.000,10.000,92.000,0.000,0.000,0.000,91.000,13.000,94.000
27386,95.000,129.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,94.000
27387,95.000,129.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,94.000
27388,96.000,130.000,74.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,94.000
27389,97.000,131.000,74.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,94.000
27390,97.000,131.000,74.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,94.000
27391,97.000,131.000,74.000,10.000,93.000,0.000,0.000,0.000,92.000,13.000,94.000
27392,97.000,131.000,74.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,94.000
27393,97.000,131.000,75.000,10.000,93.000,0.000,0.000,0.000,92.000,13.000,94.000
27394,97.000,132.000,75.000,11.000,93.000,0.000,0.000,0.000,92.000,13.000,94.000
27395,97.000,132.000,75.000,10.000,93.000,0.000,0.000,0.000,92.000,13.000,94.000
27396,97.000,131.000,74.000,10.000,93.000,0.000,0.000,0.000,92.000,13.000,94.000
27397,97.000,131.000,74.000,10.000,93.000,0.000,0.000,0.000,92.000,13.000,94.000
27398,97.000,131.000,74.000,10.000,93.000,0.000,0.000,0.000,92.000,13.000,94.000
27399,96.000,131.000,74.000,10.000,93.000,0.000,0.000,0.000,92.000,13.000,94.000
27400,96.000,130.000,74.000,10.000,93.000,0.000,0.000,0.000,92.000,13.000,94.000
27401,96.000,130.000,74.000,10.000,93.000,0.000,0.000,0.000,92.000,13.000,94.000
27402,96.000,130.000,74.000,10.000,93.000,0.000,0.000,0.000,92.000,14.000,94.000
27403,96.000,130.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,94.000
27404,95.000,130.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,94.000
27405,95.000,129.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,94.000
27406,95.000,129.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,94.000
27407,95.000,130.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,94.000
27408,95.000,129.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27409,95.000,129.000,73.000,10.000,92.000,0.000,0.000,0.000,92.000,14.000,95.000
27410,95.000,129.000,73.000,10.000,93.000,0.000,0.000,0.000,92.000,14.000,95.000
27411,95.000,128.000,73.000,10.000,93.000,0.000,0.000,0.000,92.000,14.000,95.000
27412,94.000,128.000,71.000,10.000,92.000,0.000,0.000,0.000,92.000,13.000,95.000
27413,94.000,127.000,71.000,10.000,92.000,0.000,0.000,0.000,92.000,15.000,95.000
27414,93.000,127.000,71.000,10.000,93.000,0.000,0.000,0.000,92.000,17.000,95.000
27415,93.000,125.000,72.000,10.000,93.000,0.000,0.000,0.000,92.000,17.000,95.000
27416,95.000,126.000,73.000,10.000,93.000,0.000,0.000,0.000,92.000,16.000,95.000
27417,97.000,130.000,75.000,10.000,93.000,0.000,0.000,0.000,92.000,17.000,95.000
27418,98.000,131.000,76.000,10.000,93.000,0.000,0.000,0.000,93.000,17.000,95.000
27419,99.000,132.000,76.000,10.000,93.000,0.000,0.000,0.000,93.000,17.000,94.000
27420,98.000,133.000,76.000,10.000,93.000,0.000,0.000,0.000,93.000,18.000,94.000
27421,98.000,132.000,76.000,10.000,93.000,0.000,0.000,0.000,93.000,18.000,94.000
27422,97.000,132.000,75.000,10.000,93.000,0.000,0.000,0.000,93.000,18.000,94.000
27423,97.000,131.000,75.000,10.000,93.000,0.000,0.000,0.000,92.000,18.000,94.000
27424,96.000,130.000,74.000,10.000,93.000,0.000,0.000,0.000,91.000,18.000,94.000
27425,96.000,130.000,74.000,10.000,93.000,0.000,0.000,0.000,91.000,17.000,94.000
27426,95.000,129.000,73.000,10.000,93.000,0.000,0.000,0.000,91.000,17.000,94.000
27427,95.000,129.000,73.000,10.000,92.000,0.000,0.000,0.000,91.000,17.000,94.000
27428,95.000,129.000,72.000,10.000,92.000,0.000,0.000,0.000,91.000,17.000,94.000
27429,95.000,129.000,73.000,10.000,92.000,0.000,0.000,0.000,91.000,17.000,94.000
27430,95.000,129.000,73.000,10.000,92.000,0.000,0.000,0.000,91.000,17.000,94.000
27431,95.000,129.000,73.000,10.000,92.000,0.000,0.000,0.000,91.000,17.000,95.000
27432,95.000,130.000,73.000,10.000,92.000,0.000,0.000,0.000,91.000,18.000,95.000
27433,95.000,130.000,73.000,10.000,92.000,0.000,0.000,0.000,91.000,18.000,95.000
27434,95.000,127.000,73.000,10.000,92.000,0.000,0.000,0.000,91.000,18.000,95.000
27435,95.000,127.000,74.000,10.000,92.000,0.000,0.000,0.000,91.000,20.000,95.000
27436,97.000,128.000,75.000,10.000,92.000,0.000,0.000,0.000,91.000,20.000,95.000
27437,98.000,129.000,76.000,11.000,92.000,0.000,0.000,0.000,91.000,20.000,95.000
27438,102.000,134.000,79.000,11.000,92.000,0.000,0.000,0.000,91.000,20.000,95.000
27439,102.000,134.000,80.000,11.000,92.000,0.000,0.000,0.000,91.000,21.000,95.000
27440,104.000,135.000,83.000,14.000,91.000,0.000,0.000,0.000,91.000,21.000,95.000
27441,105.000,135.000,83.000,10.000,91.000,0.000,0.000,0.000,91.000,21.000,95.000
27442,106.000,136.000,85.000,11.000,91.000,0.000,0.000,0.000,91.000,21.000,95.000
27443,107.000,137.000,85.000,10.000,91.000,0.000,0.000,0.000,91.000,21.000,95.000
27444,109.000,139.000,87.000,10.000,90.000,0.000,0.000,0.000,91.000,21.000,95.000
27445,111.000,142.000,89.000,10.000,90.000,0.000,0.000,0.000,91.000,24.000,95.000
27446,111.000,142.000,89.000,10.000,90.000,0.000,0.000,0.000,90.000,24.000,95.000
27447,111.000,143.000,89.000,12.000,90.000,0.000,0.000,0.000,90.000,24.000,95.000
27448,111.000,143.000,89.000,12.000,91.000,0.000,0.000,0.000,90.000,25.000,95.000
27449,111.000,142.000,89.000,10.000,91.000,0.000,0.000,0.000,91.000,25.000,95.000
27450,112.000,143.000,89.000,10.000,91.000,0.000,0.000,0.000,91.000,25.000,95.000
27451,112.000,143.000,90.000,11.000,92.000,0.000,0.000,0.000,92.000,25.000,95.000
27452,112.000,144.000,91.000,10.000,93.000,0.000,0.000,0.000,94.000,24.000,95.000
27453,113.000,144.000,91.000,10.000,93.000,0.000,0.000,0.000,94.000,24.000,95.000
27454,113.000,144.000,91.000,10.000,94.000,0.000,0.000,0.000,94.000,24.000,95.000
27455,113.000,143.000,91.000,10.000,94.000,0.000,0.000,0.000,94.000,24.000,95.000
27456,112.000,143.000,91.000,10.000,94.000,0.000,0.000,0.000,94.000,24.000,95.000
27457,112.000,142.000,92.000,10.000,94.000,0.000,0.000,0.000,95.000,24.000,95.000
27458,111.000,141.000,92.000,10.000,94.000,0.000,0.000,0.000,95.000,24.000,95.000
27459,109.000,139.000,90.000,10.000,95.000,0.000,0.000,0.000,95.000,24.000,95.000
27460,105.000,136.000,86.000,11.000,95.000,0.000,0.000,0.000,95.000,18.000,95.000
27461,105.000,135.000,84.000,10.000,95.000,0.000,0.000,0.000,95.000,18.000,95.000
27462,105.000,135.000,84.000,10.000,95.000,0.000,0.000,0.000,95.000,18.000,95.000
27463,224.000,224.000,224.000,10.000,96.000,0.000,0.000,0.000,95.000,18.000,95.000
27464,241.000,241.000,241.000,10.000,96.000,0.000,0.000,0.000,95.000,18.000,95.000
27465,241.000,241.000,241.000,10.000,96.000,0.000,0.000,0.000,95.000,18.000,95.000
27466,241.000,241.000,241.000,10.000,96.000,0.000,0.000,0.000,95.000,18.000,95.000
27467,241.000,241.000,241.000,10.000,96.000,0.000,0.000,0.000,95.000,18.000,95.000
27468,243.000,243.000,243.000,10.000,96.000,0.000,0.000,0.000,95.000,18.000,95.000
27469,244.000,244.000,244.000,10.000,95.000,0.000,0.000,0.000,95.000,18.000,95.000
27470,246.000,246.000,246.000,10.000,95.000,0.000,0.000,0.000,94.000,18.000,95.000
27471,247.000,247.000,247.000,10.000,95.000,0.000,0.000,0.000,94.000,18.000,95.000
27472,247.000,247.000,247.000,10.000,95.000,0.000,0.000,0.000,94.000,13.000,95.000
27473,247.000,247.000,247.000,10.000,95.000,0.000,0.000,0.000,94.000,13.000,95.000
27474,247.000,247.000,247.000,10.000,95.000,0.000,0.000,0.000,94.000,13.000,95.000
27475,249.000,249.000,249.000,10.000,95.000,0.000,0.000,0.000,93.000,12.000,95.000
27476,230.000,230.000,230.000,10.000,94.000,0.000,0.000,0.000,93.000,12.000,95.000
27477,194.000,194.000,194.000,10.000,94.000,0.000,0.000,0.000,93.000,12.000,95.000
27478,170.000,170.000,170.000,10.000,94.000,0.000,0.000,0.000,93.000,12.000,95.000
27479,149.000,149.000,149.000,10.000,94.000,0.000,0.000,0.000,93.000,12.000,95.000
27480,149.000,149.000,149.000,11.000,94.000,0.000,0.000,0.000,93.000,13.000,95.000
27481,131.000,131.000,131.000,11.000,93.000,0.000,0.000,0.000,93.000,13.000,95.000
27482,115.000,115.000,115.000,11.000,93.000,0.000,0.000,0.000,93.000,13.000,95.000
27483,101.000,101.000,101.000,11.000,93.000,0.000,0.000,0.000,93.000,13.000,95.000
27484,89.000,89.000,89.000,11.000,93.000,0.000,0.000,0.000,93.000,13.000,95.000
27485,78.000,78.000,78.000,12.000,93.000,0.000,0.000,0.000,92.000,14.000,95.000
27486,78.000,78.000,78.000,12.000,93.000,0.000,0.000,0.000,92.000,14.000,95.000
27487,69.000,69.000,69.000,12.000,93.000,0.000,0.000,0.000,93.000,17.000,95.000
27488,61.000,61.000,61.000,12.000,93.000,0.000,0.000,0.000,93.000,17.000,95.000
27489,109.000,109.000,109.000,12.000,93.000,0.000,0.000,0.000,93.000,27.000,95.000
27490,154.000,154.000,154.000,11.000,93.000,0.000,0.000,0.000,93.000,27.000,95.000
27491,193.000,193.000,193.000,11.000,93.000,0.000,0.000,0.000,93.000,30.000,95.000
27492,202.000,202.000,202.000,11.000,93.000,0.000,0.000,0.000,93.000,30.000,95.000
27493,202.000,202.000,202.000,11.000,93.000,0.000,0.000,0.000,93.000,32.000,95.000
27494,207.000,207.000,207.000,11.000,93.000,0.000,0.000,0.000,93.000,32.000,95.000
27495,214.000,214.000,214.000,10.000,93.000,0.000,0.000,0.000,93.000,32.000,95.000
27496,220.000,220.000,220.000,10.000,94.000,0.000,0.000,0.000,93.000,32.000,95.000
27497,225.000,225.000,225.000,10.000,94.000,0.000,0.000,0.000,93.000,28.000,95.000
27498,230.000,230.000,230.000,10.000,94.000,0.000,0.000,0.000,93.000,28.000,95.000
27499,234.000,234.000,234.000,10.000,94.000,0.000,0.000,0.000,93.000,27.000,96.000
27500,234.000,234.000,234.000,10.000,94.000,0.000,0.000,0.000,93.000,27.000,96.000
27501,237.000,237.000,237.000,10.000,94.000,0.000,0.000,0.000,93.000,27.000,96.000
27502,240.000,240.000,240.000,10.000,94.000,0.000,0.000,0.000,93.000,27.000,96.000
27503,242.000,242.000,242.000,10.000,94.000,0.000,0.000,0.000,94.000,26.000,96.000
27504,243.000,243.000,243.000,10.000,94.000,0.000,0.000,0.000,94.000,25.000,96.000
27505,206.000,265.000,250.000,10.000,94.000,0.000,0.000,0.000,94.000,21.000,96.000
27506,206.000,265.000,250.000,10.000,94.000,0.000,0.000,0.000,94.000,21.000,96.000
27507,206.000,265.000,250.000,10.000,94.000,0.000,0.000,0.000,94.000,21.000,96.000
27508,-6.000,-6.000,-6.000,10.000,94.000,0.000,0.000,0.000,94.000,21.000,95.000
27509,3.000,3.000,3.000,10.000,95.000,0.000,0.000,0.000,94.000,21.000,95.000
27510,3.000,3.000,3.000,10.000,95.000,0.000,0.000,0.000,94.000,21.000,95.000
27511,3.000,3.000,3.000,10.000,95.000,0.000,0.000,0.000,94.000,18.000,95.000
27512,3.000,3.000,3.000,10.000,95.000,0.000,0.000,0.000,94.000,18.000,95.000
27513,3.000,3.000,3.000,10.000,95.000,0.000,0.000,0.000,94.000,18.000,95.000
27514,3.000,3.000,3.000,10.000,94.000,0.000,0.000,0.000,93.000,18.000,95.000
27515,36.000,36.000,36.000,10.000,94.000,0.000,0.000,0.000,93.000,17.000,95.000
27516,69.000,69.000,69.000,10.000,94.000,0.000,0.000,0.000,93.000,17.000,95.000
27517,96.000,96.000,96.000,11.000,94.000,0.000,0.000,0.000,93.000,17.000,95.000
27518,119.000,119.000,119.000,11.000,94.000,0.000,0.000,0.000,93.000,16.000,95.000
27519,130.000,130.000,130.000,10.000,93.000,0.000,0.000,0.000,92.000,16.000,95.000
27520,144.000,144.000,144.000,10.000,93.000,0.000,0.000,0.000,92.000,16.000,95.000
27521,144.000,144.000,144.000,11.000,93.000,0.000,0.000,0.000,91.000,16.000,95.000
27522,157.000,157.000,157.000,11.000,92.000,0.000,0.000,0.000,90.000,16.000,95.000
27523,169.000,169.000,169.000,11.000,91.000,0.000,0.000,0.000,89.000,16.000,95.000
27524,180.000,180.000,180.000,11.000,91.000,0.000,0.000,0.000,89.000,16.000,95.000
27525,189.000,189.000,189.000,11.000,90.000,0.000,0.000,0.000,87.000,16.000,95.000
27526,198.000,198.000,198.000,11.000,89.000,0.000,0.000,0.000,87.000,14.000,95.000
27527,205.000,205.000,205.000,11.000,89.000,0.000,0.000,0.000,86.000,14.000,95.000
27528,205.000,205.000,205.000,11.000,88.000,0.000,0.000,0.000,86.000,15.000,95.000
27529,212.000,212.000,212.000,11.000,87.000,0.000,0.000,0.000,86.000,16.000,95.000
27530,214.000,214.000,214.000,11.000,86.000,0.000,0.000,0.000,86.000,19.000,95.000
27531,201.000,201.000,201.000,11.000,86.000,0.000,0.000,0.000,86.000,19.000,95.000
27532,186.000,186.000,186.000,11.000,86.000,0.000,0.000,0.000,86.000,22.000,95.000
27533,170.000,170.000,170.000,10.000,86.000,0.000,0.000,0.000,87.000,22.000,95.000
